v5.5_gene	v5.3.1	v5.5	v6
Cre17.g741900	Cre17.g741900.t1.3	Cre17.g741900.t2.1	ChCC-v11037016m.g
Cre17.g742000	Cre17.g742000.t1.2	Cre17.g742000.t1.2	ChCC-v11037020m.g
Cre17.g742050	Cre17.g742050.t1.2	Cre17.g742050.t1.2	ChCC-v11037021m.g
Cre17.g742100	Cre17.g742100.t1.2	Cre17.g742100.t1.2	ChCC-v11037024m.g
Cre17.g742132	Cre17.g742128.t1.2	Cre17.g742132.t1.1	
Cre17.g742150	Cre17.g742150.t1.2	Cre17.g742150.t1.2	ChCC-v11037026m.g
Cre17.g742200	Cre17.g742200.t1.1	Cre17.g742200.t1.1	ChCC-v11037027m.g
Cre17.g742250	Cre17.g742250.t1.3	Cre17.g742250.t1.1	ChCC-v11037029m.g
Cre17.g742300	Cre17.g742300.t1.3	Cre17.g742300.t1.1	ChCC-v11037030m.g
Cre17.g742350	Cre17.g742350.t1.2	Cre17.g742350.t1.2	ChCC-v11037033m.g
Cre17.g742400	Cre17.g742400.t1.3	Cre17.g742400.t1.1	ChCC-v11037035m.g
Cre17.g742450	Cre17.g742450.t1.3	Cre17.g742450.t1.1	ChCC-v11037037m.g
Cre17.g742500	Cre17.g742500.t1.3	Cre17.g742500.t1.1	ChCC-v11037039m.g
Cre17.g742550	Cre17.g742550.t1.2	Cre17.g742550.t1.2	ChCC-v11037043m.g
Cre17.g742600	Cre17.g742600.t1.3	Cre17.g742600.t1.1	ChCC-v11037044m.g
Cre17.g742650	Cre17.g742650.t1.3	Cre17.g742650.t1.1	ChCC-v11037048m.g
Cre17.g742700	Cre17.g742700.t1.3	Cre17.g742700.t1.1	ChCC-v11037051m.g
Cre17.g742750	Cre17.g742750.t1.2	Cre17.g742750.t1.2	
Cre17.g743064	Cre17.g742900.t1.2	Cre17.g743064.t1.1	
Cre17.g743200	Cre17.g743200.t1.2	Cre17.g743200.t1.2	
Cre17.g743250	Cre17.g743250.t1.2	Cre17.g743250.t1.2	ChCC-v11037056m.g
Cre17.g743288	Cre17.g743300.t1.1	Cre17.g743288.t1.1	
Cre17.g743307	Cre17.g743300.t1.2	Cre17.g743307.t2.1	
Cre17.g743346	Cre17.g743346.t1.2	Cre17.g743346.t1.2	
Cre09.g401775	g10000.t1	Cre09.g401775.t1.1	
Cre09.g401812	g10001.t1	Cre09.g401812.t1.1	ChCC-v11019955m.g
Cre09.g401849	g10002.t1	Cre09.g401849.t1.1	ChCC-v11019957m.g
Cre09.g401886	g10003.t1	Cre09.g401886.t1.1	ChCC-v11019960m.g
Cre09.g401923	g10004.t1	Cre09.g401923.t1.1	ChCC-v11019961m.g
Cre09.g401960	g10005.t1	Cre09.g401960.t1.1	ChCC-v11019966m.g
Cre09.g401997	g10006.t1	Cre09.g401997.t1.1	ChCC-v11019967m.g
Cre09.g402034	g10007.t1	Cre09.g402034.t1.1	ChCC-v11019969m.g
Cre09.g402071	g10008.t1	Cre09.g402071.t1.1	ex.Cre09.g402071.t1.1.g
Cre09.g402108	g10009.t1	Cre09.g402108.t1.1	ChCC-v11019971m.g
Cre09.g402145	g10010.t1	Cre09.g402145.t1.1	ChCC-v11019973m.g
Cre09.g402182	g10011.t1	Cre09.g402182.t1.1	ex.Cre09.g402182.t1.1.g
Cre09.g402219	g10012.t1	Cre09.g402219.t1.1	ChCC-v11019979m.g
Cre09.g402256	g10013.t1	Cre09.g402256.t1.1	ChCC-v11019982m.g
Cre09.g402293	g10014.t1	Cre09.g402293.t1.1	
Cre09.g402330	g10015.t1	Cre09.g402330.t1.1	ChCC-v11019988m.g
Cre09.g402367	g10016.t1	Cre09.g402367.t1.1	ChCC-v11019991m.g
Cre09.g402404	g10017.t1	Cre09.g402404.t1.1	ChCC-v11019993m.g
Cre09.g402441	g10018.t1	Cre09.g402441.t1.1	ChCC-v11019994m.g
Cre09.g402478	g10019.t1	Cre09.g402478.t1.1	ChCC-v11019998m.g
Cre09.g402515	g10020.t1	Cre09.g402515.t1.1	ChCC-v11019999m.g
Cre09.g402552	g10021.t1	Cre09.g402552.t1.1	ChCC-v11020008m.g
Cre09.g402589	g10022.t1	Cre09.g402589.t1.1	ChCC-v11020010m.g
Cre09.g402626	g10023.t1	Cre09.g402626.t1.1	
Cre09.g402663	g10024.t1	Cre09.g402663.t1.1	
Cre09.g402701	g10025.t1	Cre09.g402701.t1.1	
Cre09.g402738	g10026.t1	Cre09.g402738.t1.1	
Cre09.g402775	g10027.t1	Cre09.g402775.t1.1	ChCC-v11020015m.g
Cre09.g402812	g10028.t1	Cre09.g402812.t1.1	ChCC-v11020016m.g
Cre09.g402849	g10029.t1	Cre09.g402849.t1.1	ChCC-v11020018m.g
Cre09.g402886	g10030.t1	Cre09.g402886.t1.1	
Cre09.g402923	g10031.t1	Cre09.g402923.t1.1	ChCC-v11020021m.g
Cre09.g402960	g10032.t1	Cre09.g402960.t1.1	
Cre09.g402997	g10033.t1	Cre09.g402997.t1.1	ChCC-v11020024m.g
Cre09.g403034	g10034.t1	Cre09.g403034.t1.1	ChCC-v11020026m.g
Cre09.g403071	g10035.t1	Cre09.g403071.t1.1	ChCC-v11020028m.g
Cre09.g403108	g10036.t1	Cre09.g403108.t1.1	ChCC-v11020030m.g
Cre09.g403145	g10038.t1	Cre09.g403145.t1.1	ChCC-v11020034m.g
Cre09.g403182	g10039.t1	Cre09.g403182.t1.1	ChCC-v11020038m.g
Cre09.g403219	g10040.t1	Cre09.g403219.t1.1	ChCC-v11020041m.g
Cre09.g403256	g10041.t1	Cre09.g403256.t1.1	ChCC-v11020042m.g
Cre09.g403293	g10042.t1	Cre09.g403293.t1.1	ChCC-v11020043m.g
Cre09.g403330	g10044.t1	Cre09.g403330.t1.1	
Cre09.g403367	g10045.t1	Cre09.g403367.t1.1	
Cre09.g403404	g10046.t1	Cre09.g403404.t1.1	
Cre09.g403441	g10047.t1	Cre09.g403441.t1.1	
Cre09.g405701	g10059.t1	Cre09.g405701.t1.1	ChCC-v11020074m.g
Cre09.g405776	g10061.t1	Cre09.g405776.t1.1	
Cre09.g406416	g10075.t1	Cre09.g406416.t1.1	ChCC-v11020116m.g
Cre09.g406432	g10076.t1	Cre09.g406432.t1.1	
Cre09.g406448	g10077.t1	Cre09.g406448.t1.1	
Cre09.g406625	g10081.t1	Cre09.g406625.t1.1	
Cre09.g407016	g10090.t1	Cre09.g407016.t1.1	
Cre09.g407110	g10093.t1	Cre09.g407110.t1.1	ChCC-v11020140m.g
Cre01.g045902	g1010.t1	Cre01.g045902.t1.1	ChCC-v11002214m.g
Cre09.g407501	g10103.t1	Cre09.g407501.t1.2	ChCC-v11020162m.g
Cre09.g407600	g10105.t1	Cre09.g407600.t1.2	ChCC-v11020166m.g
Cre09.g408464	g10123.t1	Cre09.g408464.t1.1	ChCC-v11020197m.g
Cre09.g408626	g10127.t1	Cre09.g408626.t1.1	
Cre09.g408676	g10129.t1	Cre09.g408676.t1.1	ex.Cre09.g408676.t1.1.g
Cre01.g046652	g1013.t1	Cre01.g046652.t1.1	ChCC-v11002219m.g
Cre09.g408825	g10133.t1	Cre09.g408825.t1.1	
Cre09.g408851	g10134.t1	Cre09.g408851.t1.1	ChCC-v11020218m.g
Cre09.g408950	g10136.t1	Cre09.g408950.t1.1	
Cre09.g409426	g10146.t1	Cre09.g409426.t1.1	ChCC-v11020250m.g
Cre09.g409901	g10156.t1	Cre09.g409901.t1.1	
Cre01.g045426	g1016.t1	Cre01.g045426.t1.1	
Cre09.g410332	g10166.t1	Cre09.g410332.t1.2	
Cre09.g410450	g10169.t1	Cre09.g410450.t1.2	ChCC-v11020292m.g
Cre09.g411150	g10181.t1	Cre09.g411150.t1.1	ChCC-v11020333m.g
Cre09.g411666	g10192.t1	Cre09.g411666.t1.1	
Cre09.g411876	g10197.t1	Cre09.g411876.t1.1	
Cre09.g411975	g10200.t1	Cre09.g411975.t1.1	ChCC-v11020378m.g
Cre09.g412000	g10201.t1	Cre09.g412000.t1.1	ChCC-v11020380m.g
Cre09.g412175	g10205.t1	Cre09.g412175.t1.1	ChCC-v11020392m.g
Cre09.g412201	g10206.t1	Cre09.g412201.t1.1	ChCC-v11020394m.g
Cre09.g412500	g10212.t1	Cre09.g412500.t1.2	ChCC-v11020411m.g
Cre09.g412676	g10216.t1	Cre09.g412676.t1.1	
Cre09.g412803	g10220.t1	Cre09.g412803.t1.2	ChCC-v11020431m.g
Cre09.g412880	g10222.t1	Cre09.g412880.t1.1	ChCC-v11020436m.g
Cre09.g412910	g10223.t1	Cre09.g412910.t1.1	
Cre09.g413123	g10230.t1	Cre09.g413123.t1.1	ex.Cre09.g413123.t1.1.g
Cre09.g413132	g10231.t1	Cre09.g413132.t1.1	
Cre09.g413450	g10241.t1	Cre09.g413450.t1.1	
Cre09.g413475	g10242.t1	Cre09.g413475.t1.1	ex.Cre09.g413475.t1.1.g
Cre09.g413533	g10244.t1	Cre09.g413533.t1.1	
Cre09.g413566	g10245.t1	Cre09.g413566.t1.1	
Cre01.g045752	g1026.t1	Cre01.g045752.t1.1	
Cre09.g414482	g10264.t1	Cre09.g414482.t1.1	
Cre09.g414626	g10267.t1	Cre09.g414626.t1.1	
Cre09.g414700	g10269.t1	Cre09.g414700.t1.2	
Cre09.g414900	g10273.t1	Cre09.g414900.t1.1	ChCC-v11020564m.g
Cre09.g414951	g10274.t1	Cre09.g414951.t1.1	ChCC-v11020567m.g
Cre01.g045850	g1029.t1	Cre01.g045850.t1.1	
Cre01.g045903	g1030.t1	Cre01.g045903.t1.1	ChCC-v11002248m.g
Cre09.g416150	g10300.t1	Cre09.g416150.t1.2	ChCC-v11020618m.g
Cre09.g416583	g10310.t1	Cre09.g416583.t1.1	
Cre09.g416616	g10311.t1	Cre09.g416616.t1.1	
Cre01.g046052	g1032.t1	Cre01.g046052.t1.1	ChCC-v11002253m.g
Cre09.g417013	g10320.t1	Cre09.g417013.t1.1	ex.Cre09.g417013.t1.1.g
Cre09.g417025	g10321.t1	Cre09.g417025.t1.1	
Cre09.g417037	g10322.t1	Cre09.g417037.t1.1	ex.Cre09.g417037.t1.1.g
Cre09.g417076	g10324.t1	Cre09.g417076.t1.1	
Cre09.g417176	g10327.t1	Cre09.g417176.t1.1	
Cre10.g417426	g10334.t1	Cre10.g417426.t1.1	
Cre10.g417576	g10338.t1	Cre10.g417576.t1.1	
Cre01.g046237	g1034.t1	Cre01.g046237.t2.1	ChCC-v11002258m.g
Cre10.g417675	g10342.t1	Cre10.g417675.t1.1	
Cre10.g417730	g10344.t1	Cre10.g417730.t1.2	
Cre10.g417741	g10345.t1	Cre10.g417741.t1.1	
Cre10.g417900	g10349.t1	Cre10.g417900.t1.2	ChCC-v11020713m.g
Cre01.g046324	g1035.t1	Cre01.g046324.t1.1	ChCC-v11002259m.g
Cre01.g046500	g1036.t1	Cre01.g046500.t1.2	ChCC-v11002278m.g
Cre10.g418450	g10360.t1	Cre10.g418450.t1.2	ChCC-v11020734m.g
Cre10.g418550	g10362.t1	Cre10.g418550.t1.2	
Cre10.g418626	g10364.t1	Cre10.g418626.t1.1	ChCC-v11020749m.g
Cre01.g046501	g1037.t1	Cre01.g046501.t1.1	ChCC-v11002274m.g
Cre10.g418976	g10372.t1	Cre10.g418976.t1.1	
Cre01.g046502	g1038.t1	Cre01.g046502.t1.1	
Cre10.g419450	g10383.t1	Cre10.g419450.t1.1	ChCC-v11020795m.g
Cre01.g046250	g1039.t1	Cre01.g046250.t1.2	
Cre10.g419900	g10392.t1	Cre10.g419900.t1.1	
Cre10.g420226	g10399.t1	Cre10.g420226.t1.1	
Cre01.g046800	g1040.t1	Cre01.g046800.t1.1	ChCC-v11002261m.g
Cre10.g420700	g10412.t1	Cre10.g420700.t1.2	ChCC-v11020844m.g
Cre10.g421576	g10432.t1	Cre10.g421576.t1.1	
Cre10.g422326	g10448.t1	Cre10.g422326.t1.1	
Cre10.g422350	g10449.t1	Cre10.g422350.t1.1	ChCC-v11020927m.g
Cre01.g047100	g1046.t1	Cre01.g047100.t1.1	ChCC-v11002270m.g
Cre10.g422876	g10462.t1	Cre10.g422876.t1.1	
Cre10.g423000	g10464.t1	Cre10.g423000.t1.2	ChCC-v11020956m.g
Cre10.g423083	g10466.t1	Cre10.g423083.t1.1	
Cre01.g047200	g1048.t1	Cre01.g047200.t1.1	ChCC-v11002281m.g
Cre10.g424450	g10494.t1	Cre10.g424450.t1.2	ChCC-v11021016m.g
Cre10.g424550	g10496.t1	Cre10.g424550.t1.1	ChCC-v11021019m.g
Cre10.g424600	g10497.t1	Cre10.g424600.t1.1	ChCC-v11021022m.g
Cre01.g047265	g1051.t1	Cre01.g047265.t1.1	ChCC-v11002286m.g
Cre10.g425251	g10511.t1	Cre10.g425251.t1.1	ChCC-v11021058m.g
Cre10.g425501	g10516.t1	Cre10.g425501.t1.1	ChCC-v11021070m.g
Cre10.g425675	g10520.t1	Cre10.g425675.t1.1	
Cre10.g425700	g10521.t1	Cre10.g425700.t1.2	ChCC-v11021077m.g
Cre10.g426102	g10529.t1	Cre10.g426102.t1.1	
Cre10.g426152	g10530.t1	Cre10.g426152.t1.1	ChCC-v11021096m.g
Cre10.g426292	g10533.t1	Cre10.g426292.t1.1	ChCC-v11021099m.g
Cre10.g426335	g10534.t1	Cre10.g426335.t1.2	ChCC-v11021103m.g
Cre10.g426616	g10541.t1	Cre10.g426616.t1.1	
Cre10.g426650	g10543.t1	Cre10.g426650.t2.1	
Cre10.g427453	g10559.t1	Cre10.g427453.t1.1	ChCC-v11021150m.g
Cre10.g428664	g10586.t1	Cre10.g428664.t1.1	ChCC-v11021208m.g
Cre10.g428678	g10587.t1	Cre10.g428678.t1.1	ChCC-v11021210m.g
Cre10.g428692	g10588.t1	Cre10.g428692.t1.1	ChCC-v11021214m.g
Cre10.g428706	g10589.t1	Cre10.g428706.t1.1	ChCC-v11021215m.g
Cre10.g428720	g10590.t1	Cre10.g428720.t1.1	ChCC-v11021218m.g
Cre10.g428734	g10591.t1	Cre10.g428734.t1.1	ChCC-v11021220m.g
Cre10.g428750	g10592.t1	Cre10.g428750.t1.1	ChCC-v11021222m.g
Cre10.g429150	g10602.t1	Cre10.g429150.t1.2	ChCC-v11021240m.g
Cre10.g429200	g10603.t1	Cre10.g429200.t1.1	ChCC-v11021242m.g
Cre10.g429702	g10614.t1	Cre10.g429702.t1.1	
Cre10.g430376	g10628.t1	Cre10.g430376.t1.1	ChCC-v11021303m.g
Cre10.g430626	g10634.t1	Cre10.g430626.t1.1	
Cre10.g430700	g10636.t1	Cre10.g430700.t1.1	ChCC-v11021325m.g
Cre10.g430750	g10637.t1	Cre10.g430750.t1.1	ChCC-v11021330m.g
Cre10.g431602	g10654.t1	Cre10.g431602.t1.1	
Cre10.g432301	g10668.t1	Cre10.g432301.t1.1	ChCC-v11021414m.g
Cre10.g432800	g10679.t1	Cre10.g432800.t1.2	ChCC-v11021446m.g
Cre10.g433476	g10693.t1	Cre10.g433476.t1.1	
Cre10.g434001	g10706.t1	Cre10.g434001.t2.1	
Cre10.g434726	g10721.t1	Cre10.g434726.t1.1	ex.Cre10.g434726.t1.1
Cre10.g434950	g10726.t1	Cre10.g434950.t1.2	ChCC-v11021555m.g
Cre10.g434967	g10727.t1	Cre10.g434967.t1.1	ChCC-v11021559m.g
Cre10.g434983	g10729.t1	Cre10.g434983.t1.1	
Cre10.g435250	g10735.t1	Cre10.g435250.t1.1	ChCC-v11021567m.g
Cre10.g435750	g10744.t1	Cre10.g435750.t1.1	ChCC-v11021592m.g
Cre10.g435775	g10745.t1	Cre10.g435775.t1.1	
Cre10.g437201	g10774.t1	Cre10.g437201.t1.1	ChCC-v11021646m.g
Cre01.g048701	g1081.t1	Cre01.g048701.t1.1	ex.Cre01.g048701.t1.1.g
Cre10.g439026	g10812.t1	Cre10.g439026.t1.1	
Cre10.g440100	g10834.t1	Cre10.g440100.t1.2	ChCC-v11021790m.g
Cre10.g441326	g10860.t1	Cre10.g441326.t1.1	
Cre01.g049117	g1090.t1	Cre01.g049117.t1.1	
Cre10.g443450	g10904.t1	Cre10.g443450.t1.2	ChCC-v11021959m.g
Cre10.g443801	g10911.t1	Cre10.g443801.t1.1	ChCC-v11021974m.g
Cre10.g443900	g10913.t1	Cre10.g443900.t1.1	ChCC-v11021976m.g
Cre10.g444044	g10917.t1	Cre10.g444044.t1.1	
Cre10.g444094	g10919.t1	Cre10.g444094.t1.1	
Cre10.g444216	g10923.t1	Cre10.g444216.t1.1	ChCC-v11021990m.g
Cre01.g049250	g1093.t1	Cre01.g049250.t1.2	
Cre10.g444726	g10934.t1	Cre10.g444726.t1.1	
Cre10.g445153	g10944.t1	Cre10.g445153.t1.1	
Cre10.g445177	g10947.t1	Cre10.g445177.t1.1	
Cre10.g445201	g10948.t1	Cre10.g445201.t1.1	
Cre10.g445226	g10949.t1	Cre10.g445226.t1.1	
Cre10.g445251	g10950.t1	Cre10.g445251.t1.1	
Cre10.g445275	g10951.t1	Cre10.g445275.t1.1	
Cre10.g445299	g10952.t1	Cre10.g445299.t1.1	
Cre10.g445323	g10953.t1	Cre10.g445323.t1.1	
Cre10.g445347	g10954.t1	Cre10.g445347.t1.1	
Cre10.g445371	g10956.t1	Cre10.g445371.t1.1	
Cre10.g445395	g10958.t1	Cre10.g445395.t1.1	
Cre10.g445419	g10959.t1	Cre10.g445419.t1.1	
Cre10.g445443	g10960.t1	Cre10.g445443.t1.1	
Cre10.g445952	g10973.t1	Cre10.g445952.t1.1	ChCC-v11022069m.g
Cre01.g049500	g1098.t1	Cre01.g049500.t1.2	ChCC-v11002389m.g
Cre10.g446300	g10981.t1	Cre10.g446300.t1.2	ChCC-v11022088m.g
Cre10.g447225	g11000.t1	Cre10.g447225.t1.1	ex.Cre10.g447225.t1.1.g
Cre10.g447700	g11010.t1	Cre10.g447700.t1.1	ChCC-v11022146m.g
Cre10.g447767	g11012.t1	Cre10.g447767.t1.1	ChCC-v11022148m.g
Cre10.g448250	g11022.t1	Cre10.g448250.t1.1	ChCC-v11022172m.g
Cre10.g448300	g11023.t1	Cre10.g448300.t1.1	ChCC-v11022179m.g
Cre01.g049826	g1103.t1	Cre01.g049826.t1.1	ChCC-v11002404m.g
Cre10.g449127	g11042.t1	Cre10.g449127.t1.2	ChCC-v11022215m.g
Cre10.g449501	g11051.t1	Cre10.g449501.t1.1	
Cre10.g449901	g11059.t1	Cre10.g449901.t1.1	ChCC-v11022245m.g
Cre10.g450000	g11061.t1	Cre10.g450000.t1.2	ChCC-v11022247m.g
Cre10.g450626	g11074.t1	Cre10.g450626.t1.1	
Cre10.g450850	g11079.t1	Cre10.g450850.t1.1	ChCC-v11022287m.g
Cre10.g450926	g11082.t1	Cre10.g450926.t1.1	
Cre10.g451200	g11088.t1	Cre10.g451200.t1.2	ChCC-v11022302m.g
Cre10.g451477	g11094.t1	Cre10.g451477.t1.1	
Cre10.g451752	g11098.t1	Cre10.g451752.t1.1	ChCC-v11022331m.g
Cre10.g451800	g11099.t1	Cre10.g451800.t1.2	ChCC-v11022333m.g
Cre10.g452076	g11105.t1	Cre10.g452076.t1.1	
Cre10.g452450	g11113.t1	Cre10.g452450.t1.2	ChCC-v11022362m.g
Cre10.g453728	g11139.t1	Cre10.g453728.t1.1	ChCC-v11022421m.g
Cre10.g453750	g11140.t1	Cre10.g453750.t1.1	ChCC-v11022423m.g
Cre10.g453766	g11141.t1	Cre10.g453766.t1.1	ChCC-v11022426m.g
Cre10.g453782	g11142.t1	Cre10.g453782.t1.1	ChCC-v11022427m.g
Cre10.g453900	g11146.t1	Cre10.g453900.t1.2	ChCC-v11022435m.g
Cre10.g454450	g11156.t1	Cre10.g454450.t2.1	ChCC-v11022464m.g
Cre10.g454500	g11157.t1	Cre10.g454500.t1.1	
Cre10.g454734	g11162.t1	Cre10.g454734.t2.1	ChCC-v11022476m.g
Cre10.g455150	g11170.t1	Cre10.g455150.t1.2	ex.Cre10.g455150.t1.2.g
Cre10.g455190	g11171.t1	Cre10.g455190.t1.1	ChCC-v11022499m.g
Cre10.g455551	g11179.t1	Cre10.g455551.t1.1	ChCC-v11022513m.g
Cre10.g455600	g11180.t1	Cre10.g455600.t1.1	ChCC-v11022515m.g
Cre10.g455625	g11181.t1	Cre10.g455625.t1.1	ChCC-v11022516m.g
Cre10.g455950	g11188.t1	Cre10.g455950.t1.1	ChCC-v11022527m.g
Cre01.g050608	g1119.t1	Cre01.g050608.t2.1	ChCC-v11002438m.g
Cre10.g456226	g11194.t1	Cre10.g456226.t1.1	
Cre10.g456440	g11199.t1	Cre10.g456440.t2.1	
Cre01.g050616	g1120.t1	Cre01.g050616.t1.1	
Cre10.g456480	g11201.t1	Cre10.g456480.t1.1	
Cre01.g050624	g1121.t1	Cre01.g050624.t2.1	
Cre10.g457150	g11216.t1	Cre10.g457150.t1.2	ChCC-v11022581m.g
Cre10.g457228	g11218.t1	Cre10.g457228.t1.1	
Cre10.g457262	g11219.t1	Cre10.g457262.t1.1	
Cre10.g457297	g11220.t1	Cre10.g457297.t1.1	ChCC-v11022588m.g
Cre10.g457331	g11221.t1	Cre10.g457331.t1.1	ChCC-v11022590m.g
Cre10.g457650	g11227.t1	Cre10.g457650.t1.2	ChCC-v11022605m.g
Cre10.g457750	g11229.t1	Cre10.g457750.t1.2	ChCC-v11022610m.g
Cre10.g458183	g11239.t1	Cre10.g458183.t1.1	ex.Cre10.g458183.t1.1.g
Cre10.g458626	g11250.t1	Cre10.g458626.t1.1	ChCC-v11022653m.g
Cre10.g458900	g11256.t1	Cre10.g458900.t1.1	ChCC-v11022667m.g
Cre10.g459226	g11263.t1	Cre10.g459226.t1.1	
Cre10.g459250	g11264.t1	Cre10.g459250.t1.2	ChCC-v11022677m.g
Cre10.g460326	g11286.t1	Cre10.g460326.t1.1	ex.Cre10.g460326.t1.1.g
Cre10.g460466	g11289.t1	Cre10.g460466.t1.1	ChCC-v11022721m.g
Cre10.g460532	g11290.t1	Cre10.g460532.t1.1	ChCC-v11022722m.g
Cre10.g460800	g11297.t1	Cre10.g460800.t1.2	ChCC-v11022739m.g
Cre10.g461319	g11310.t1	Cre10.g461319.t1.2	
Cre01.g051137	g1132.t1	Cre01.g051137.t1.1	ChCC-v11002472m.g
Cre10.g461874	g11322.t1	Cre10.g461874.t1.1	
Cre10.g462150	g11329.t1	Cre10.g462150.t1.1	ChCC-v11022812m.g
Cre01.g051211	g1134.t1	Cre01.g051211.t1.1	ChCC-v11002475m.g
Cre10.g462783	g11343.t1	Cre10.g462783.t1.1	ChCC-v11022830m.g
Cre10.g462816	g11344.t1	Cre10.g462816.t1.1	ex.Cre10.g462816.t1.1.g
Cre10.g463026	g11348.t1	Cre10.g463026.t1.1	ChCC-v11022840m.g
Cre10.g463500	g11359.t1	Cre10.g463500.t1.1	ChCC-v11022867m.g
Cre10.g463934	g11368.t1	Cre10.g463934.t2.1	
Cre10.g463968	g11369.t1	Cre10.g463968.t1.1	
Cre10.g464776	g11388.t1	Cre10.g464776.t1.1	
Cre10.g465026	g11394.t1	Cre10.g465026.t1.1	
Cre10.g465101	g11396.t1	Cre10.g465101.t1.1	
Cre10.g465226	g11399.t1	Cre10.g465226.t1.1	
Cre10.g465350	g11402.t1	Cre10.g465350.t1.2	
Cre10.g465375	g11403.t1	Cre10.g465375.t1.1	
Cre10.g465600	g11409.t1	Cre10.g465600.t1.2	ChCC-v11022958m.g
Cre10.g465726	g11412.t1	Cre10.g465726.t1.1	
Cre10.g465757	g11414.t1	Cre10.g465757.t1.1	
Cre10.g465793	g11416.t1	Cre10.g465793.t1.1	
Cre01.g051482	g1142.t1	Cre01.g051482.t1.1	
Cre10.g466350	g11430.t1	Cre10.g466350.t1.1	ChCC-v11022996m.g
Cre10.g466526	g11434.t1	Cre10.g466526.t1.1	ex.Cre10.g466526.t1.1.g
Cre10.g466550	g11435.t1	Cre10.g466550.t1.2	ChCC-v11023006m.g
Cre11.g467522	g11450.t1	Cre11.g467522.t1.1	
Cre11.g467523	g11451.t1	Cre11.g467523.t1.1	
Cre11.g467524	g11454.t1	Cre11.g467524.t1.1	ChCC-v11023035m.g
Cre11.g467525	g11455.t1	Cre11.g467525.t1.1	ChCC-v11023036m.g
Cre11.g467526	g11456.t1	Cre11.g467526.t1.1	ChCC-v11023038m.g
Cre11.g467527	g11457.t1	Cre11.g467527.t1.1	ChCC-v11023039m.g
Cre11.g467528	g11458.t1	Cre11.g467528.t1.1	ChCC-v11023044m.g
Cre11.g467529	g11459.t1	Cre11.g467529.t1.1	ChCC-v11023049m.g
Cre11.g467530	g11460.t1	Cre11.g467530.t1.1	ChCC-v11023053m.g
Cre11.g467531	g11461.t1	Cre11.g467531.t1.1	ChCC-v11023056m.g
Cre11.g467532	g11462.t1	Cre11.g467532.t1.1	
Cre11.g467533	g11463.t1	Cre11.g467533.t1.1	
Cre11.g467534	g11464.t1	Cre11.g467534.t1.1	
Cre11.g467535	g11465.t1	Cre11.g467535.t1.1	ChCC-v11023062m.g
Cre11.g467536	g11466.t1	Cre11.g467536.t1.1	ChCC-v11023063m.g
Cre11.g467537	g11467.t1	Cre11.g467537.t1.1	ChCC-v11023065m.g
Cre11.g467538	g11468.t1	Cre11.g467538.t1.1	ChCC-v11023068m.g
Cre11.g467539	g11469.t1	Cre11.g467539.t1.1	ChCC-v11023070m.g
Cre11.g467540	g11470.t1	Cre11.g467540.t1.1	ChCC-v11023073m.g
Cre11.g467541	g11471.t1	Cre11.g467541.t1.1	ChCC-v11023079m.g
Cre11.g467542	g11472.t1	Cre11.g467542.t1.1	ChCC-v11023080m.g
Cre11.g467543	g11473.t1	Cre11.g467543.t1.1	ChCC-v11023081m.g
Cre11.g467544	g11474.t1	Cre11.g467544.t1.1	ChCC-v11023082m.g
Cre11.g467545	g11475.t1	Cre11.g467545.t1.1	ChCC-v11023084m.g
Cre11.g467546	g11476.t1	Cre11.g467546.t1.1	ChCC-v11023085m.g
Cre11.g467547	g11477.t1	Cre11.g467547.t1.1	ChCC-v11023087m.g
Cre11.g467548	g11478.t1	Cre11.g467548.t1.1	ChCC-v11023089m.g
Cre11.g467549	g11479.t1	Cre11.g467549.t1.1	ChCC-v11023090m.g
Cre11.g467551	g11480.t1	Cre11.g467551.t1.1	
Cre11.g467552	g11481.t1	Cre11.g467552.t1.1	ChCC-v11023099m.g
Cre11.g467553	g11482.t1	Cre11.g467553.t1.1	ChCC-v11023097m.g
Cre11.g467554	g11483.t1	Cre11.g467554.t1.1	ChCC-v11023096m.g
Cre11.g467555	g11484.t1	Cre11.g467555.t1.1	ChCC-v11023095m.g
Cre11.g467556	g11485.t1	Cre11.g467556.t1.1	ChCC-v11023094m.g
Cre11.g467557	g11486.t1	Cre11.g467557.t1.1	ChCC-v11023091m.g
Cre11.g467558	g11487.t1	Cre11.g467558.t1.1	ex.Chreiv61e023313m.g
Cre11.g467559	g11488.t1	Cre11.g467559.t1.1	ChCC-v11023105m.g
Cre11.g467560	g11489.t1	Cre11.g467560.t2.1	ChCC-v11023106m.g
Cre11.g467561	g11490.t1	Cre11.g467561.t1.1	ChCC-v11023107m.g
Cre11.g467562	g11491.t1	Cre11.g467562.t1.1	ChCC-v11023109m.g
Cre11.g467563	g11492.t1	Cre11.g467563.t1.1	ChCC-v11023110m.g
Cre11.g467564	g11493.t1	Cre11.g467564.t1.1	ChCC-v11023111m.g
Cre11.g467565	g11494.t1	Cre11.g467565.t1.1	ChCC-v11023113m.g
Cre11.g467566	g11495.t1	Cre11.g467566.t1.1	ChCC-v11023114m.g
Cre11.g467567	g11496.t1	Cre11.g467567.t1.1	ChCC-v11023115m.g
Cre11.g467568	g11497.t1	Cre11.g467568.t1.1	ChCC-v11023119m.g
